WAP001,WAP002,WAP003,WAP004,WAP005,WAP006,WAP007,WAP008,WAP009,WAP010
-81,-84,-81,-63,-76,-68,-62,-82,-85,-56
-86,-87,-83,-63,-78,-68,-59,-85,-85,-50
-85,-90,-84,-67,-79,-67,-66,-86,-81,-52
-76,-96,-90,-65,-78,-61,-68,-84,-81,-50
-82,-86,-78,-67,-76,-69,-62,-86,-85,-56
-78,-101,-94,-64,-79,-59,-68,-86,-82,-46
-83,-92,-86,-61,-81,-59,-61,-84,-82,-49
-81,-88,-84,-61,-80,-61,-65,-81,-80,-53
-79,-83,-83,-62,-76,-65,-65,-82,-86,-55
-89,-91,-90,-58,-82,-60,-56,-86,-89,-48
-88,-84,-81,-61,-81,-64,-57,-83,-85,-53
-81,-88,-81,-69,-73,-72,-65,-88,-85,-54
-79,-87,-81,-68,-74,-69,-66,-85,-82,-55
-82,-84,-80,-68,-75,-71,-66,-85,-83,-57
-83,-79,-76,-63,-77,-68,-60,-81,-85,-58
-77,-90,-82,-69,-74,-65,-67,-83,-77,-56
-81,-92,-83,-69,-74,-68,-63,-89,-85,-53
-88,-86,-79,-64,-78,-71,-60,-88,-88,-52
-77,-98,-90,-64,-80,-59,-70,-84,-78,-49
-82,-80,-78,-63,-77,-67,-63,-81,-83,-58
-82,-87,-90,-60,-77,-63,-59,-86,-93,-50
-91,-94,-82,-68,-80,-68,-59,-92,-85,-49
-89,-86,-78,-61,-81,-67,-57,-85,-87,-52
-77,-88,-81,-69,-72,-69,-64,-85,-83,-55
-84,-88,-82,-69,-77,-71,-67,-87,-83,-54
-83,-88,-80,-64,-80,-61,-62,-82,-77,-55
-78,-90,-84,-64,-79,-63,-67,-80,-80,-55
-80,-86,-83,-65,-77,-67,-66,-84,-84,-54
-78,-89,-84,-67,-73,-67,-63,-85,-84,-54
-82,-89,-84,-64,-81,-62,-65,-80,-77,-53
-82,-90,-81,-69,-76,-68,-65,-87,-81,-54
-89,-89,-92,-56,-81,-59,-54,-87,-94,-47
-87,-83,-73,-67,-77,-74,-63,-88,-88,-58
-83,-83,-76,-67,-76,-70,-62,-85,-85,-58
-82,-83,-76,-65,-77,-69,-64,-82,-83,-58
-84,-83,-77,-66,-77,-72,-65,-86,-87,-56
-86,-89,-82,-62,-83,-62,-64,-83,-80,-53
-82,-84,-78,-68,-76,-71,-65,-84,-83,-57
-79,-90,-88,-63,-77,-63,-65,-84,-85,-52
-87,-84,-76,-65,-79,-70,-61,-86,-85,-55
-80,-84,-82,-67,-75,-67,-65,-83,-82,-56
-83,-92,-87,-67,-74,-67,-60,-91,-89,-50
-88,-82,-80,-56,-78,-67,-53,-86,-95,-50
-81,-88,-86,-65,-77,-66,-65,-84,-83,-52
-81,-94,-88,-62,-84,-57,-69,-81,-75,-51
-80,-83,-77,-67,-75,-69,-64,-83,-82,-58
-87,-84,-82,-64,-78,-68,-61,-86,-87,-54
-79,-89,-87,-63,-79,-60,-64,-81,-82,-53
-78,-94,-84,-67,-76,-67,-66,-86,-84,-52
-78,-85,-79,-65,-74,-67,-62,-81,-82,-56
-78,-100,-95,-62,-83,-55,-72,-84,-79,-47
-83,-84,-80,-62,-80,-62,-62,-78,-78,-57
-81,-87,-79,-67,-76,-68,-65,-84,-81,-57
-77,-90,-85,-67,-77,-63,-70,-81,-76,-55
-83,-87,-85,-65,-76,-64,-59,-86,-87,-52
-82,-90,-85,-64,-81,-61,-65,-80,-77,-53
-80,-87,-80,-68,-75,-66,-63,-84,-80,-55
-88,-86,-76,-64,-79,-68,-58,-86,-87,-54
-83,-88,-81,-67,-77,-67,-61,-86,-81,-53
-82,-88,-84,-62,-80,-62,-64,-82,-81,-52
-81,-93,-88,-64,-82,-59,-70,-82,-74,-52
-81,-86,-85,-62,-78,-61,-62,-82,-84,-53
-83,-87,-81,-65,-78,-67,-65,-84,-82,-55
-77,-91,-82,-68,-73,-68,-65,-85,-82,-54
-83,-79,-80,-63,-77,-64,-59,-80,-83,-58
-81,-82,-81,-63,-77,-66,-62,-82,-87,-57
-79,-79,-78,-65,-74,-71,-64,-82,-84,-58
-76,-93,-86,-65,-79,-60,-68,-80,-77,-53
-86,-87,-80,-64,-81,-64,-62,-82,-79,-55
-88,-86,-79,-66,-76,-74,-60,-92,-92,-51
-79,-87,-82,-68,-77,-67,-68,-83,-79,-56
-80,-86,-81,-65,-77,-65,-65,-83,-82,-56
-82,-85,-82,-62,-78,-64,-63,-82,-82,-54
-86,-85,-83,-65,-77,-64,-57,-87,-86,-53
-77,-93,-86,-67,-77,-64,-69,-83,-80,-53
-86,-87,-84,-62,-78,-66,-60,-85,-86,-49
-79,-93,-83,-70,-74,-67,-65,-88,-82,-53
-81,-92,-86,-64,-78,-63,-66,-84,-80,-51
-81,-82,-80,-65,-76,-69,-64,-82,-83,-56
-83,-90,-87,-61,-78,-62,-60,-84,-87,-51
-84,-93,-85,-66,-81,-66,-67,-87,-82,-51
-77,-85,-81,-67,-73,-68,-64,-82,-82,-57
-87,-88,-77,-70,-78,-71,-63,-90,-83,-55
-83,-91,-85,-65,-75,-70,-65,-90,-88,-49
-80,-94,-90,-66,-80,-62,-71,-84,-77,-50
-84,-81,-78,-62,-77,-65,-59,-81,-84,-57
-87,-88,-76,-67,-77,-69,-59,-89,-86,-54
-86,-82,-83,-58,-82,-59,-58,-80,-83,-55
-77,-97,-89,-68,-73,-68,-68,-88,-84,-50
-80,-89,-86,-65,-74,-65,-61,-86,-86,-52
-79,-85,-79,-67,-73,-70,-63,-85,-86,-55
-89,-84,-85,-55,-81,-62,-54,-86,-94,-48
-76,-97,-90,-66,-76,-64,-68,-85,-82,-49
-85,-85,-78,-69,-77,-69,-64,-86,-81,-56
-78,-90,-81,-69,-73,-69,-65,-85,-82,-55
-83,-85,-82,-67,-76,-64,-59,-85,-83,-55
-81,-95,-92,-61,-79,-59,-62,-86,-87,-48
-82,-81,-80,-65,-76,-67,-62,-82,-83,-58
-77,-87,-82,-67,-75,-68,-67,-82,-82,-56
-84,-95,-86,-65,-82,-61,-66,-85,-80,-50
-79,-95,-85,-69,-73,-70,-65,-89,-85,-51
-82,-87,-79,-70,-75,-71,-65,-87,-81,-57
-79,-88,-86,-64,-76,-64,-64,-84,-85,-54
-79,-88,-83,-66,-77,-66,-70,-82,-78,-56
-79,-87,-85,-66,-74,-70,-66,-85,-86,-54
-83,-81,-84,-60,-77,-64,-61,-83,-87,-55
-81,-85,-87,-63,-77,-61,-61,-84,-85,-53
-79,-91,-81,-70,-74,-68,-65,-86,-81,-55
-83,-96,-83,-69,-77,-67,-65,-91,-84,-51
-81,-89,-81,-70,-74,-67,-62,-87,-82,-54
-83,-83,-85,-61,-78,-63,-59,-82,-87,-54
-81,-88,-80,-67,-74,-72,-65,-86,-86,-55
-83,-88,-85,-67,-76,-67,-64,-85,-81,-53
-84,-86,-85,-61,-76,-65,-58,-86,-89,-52
-79,-90,-84,-67,-74,-70,-67,-85,-86,-54
-85,-91,-84,-67,-79,-68,-66,-87,-82,-52
-79,-97,-86,-68,-77,-63,-66,-87,-80,-50
-83,-91,-86,-67,-75,-69,-64,-87,-84,-51
-80,-96,-88,-64,-81,-59,-67,-83,-78,-50
-84,-87,-80,-64,-79,-64,-61,-81,-79,-55
-86,-86,-79,-67,-79,-69,-63,-85,-83,-54
-82,-77,-79,-62,-76,-65,-60,-79,-84,-59
-78,-87,-80,-66,-77,-66,-66,-81,-79,-57
-87,-80,-84,-58,-79,-63,-56,-84,-90,-53
-84,-91,-79,-69,-78,-69,-65,-88,-84,-55
-76,-94,-88,-64,-78,-62,-70,-81,-80,-52
-77,-95,-89,-65,-79,-59,-69,-83,-77,-51
-77,-94,-84,-70,-72,-68,-64,-88,-83,-52
-81,-81,-82,-65,-76,-67,-64,-82,-84,-59
-80,-87,-84,-64,-79,-63,-69,-80,-77,-55
-87,-88,-82,-67,-79,-71,-65,-89,-86,-52
-82,-85,-78,-68,-76,-67,-63,-83,-80,-57
-79,-98,-89,-67,-77,-62,-63,-88,-83,-47
-86,-90,-88,-58,-84,-56,-60,-81,-83,-51
-83,-80,-78,-66,-76,-67,-61,-83,-83,-59
-84,-92,-84,-68,-76,-70,-64,-89,-85,-51
-81,-81,-84,-62,-75,-67,-61,-84,-90,-55
-86,-89,-84,-63,-81,-64,-63,-84,-81,-51
-77,-92,-88,-67,-75,-67,-69,-84,-81,-52
-81,-84,-77,-68,-76,-68,-65,-83,-80,-59
-81,-91,-82,-68,-77,-67,-67,-85,-81,-55
-84,-84,-83,-63,-76,-68,-62,-85,-88,-55
-85,-89,-83,-66,-78,-68,-65,-88,-85,-51
-77,-90,-87,-63,-78,-61,-66,-81,-81,-53
-88,-94,-82,-70,-77,-70,-61,-94,-87,-50
-85,-80,-80,-60,-78,-66,-57,-83,-89,-54
-81,-91,-88,-65,-74,-64,-60,-88,-87,-50
-80,-84,-83,-63,-77,-65,-63,-81,-84,-55
-80,-87,-86,-63,-76,-66,-62,-83,-86,-52
-79,-86,-83,-66,-75,-66,-63,-83,-85,-56
-83,-89,-83,-64,-78,-63,-61,-84,-81,-52
-83,-84,-80,-61,-77,-65,-57,-83,-87,-52
-80,-88,-87,-61,-78,-63,-68,-84,-84,-52
-82,-85,-82,-65,-78,-66,-63,-81,-81,-54
-82,-82,-80,-65,-77,-66,-64,-82,-82,-59
-80,-83,-78,-64,-75,-68,-63,-81,-83,-57
-87,-89,-81,-68,-79,-69,-65,-89,-84,-52
-87,-86,-80,-65,-77,-68,-59,-88,-88,-54
-82,-90,-81,-66,-79,-64,-64,-84,-81,-54
-83,-91,-86,-64,-79,-64,-66,-84,-80,-52
-82,-85,-76,-69,-74,-71,-63,-86,-83,-58
-78,-97,-87,-67,-77,-65,-67,-87,-84,-49
-78,-97,-90,-68,-74,-67,-68,-88,-83,-49
-83,-84,-85,-61,-77,-65,-61,-83,-87,-54
-85,-84,-83,-59,-81,-61,-59,-81,-84,-54
-80,-87,-87,-64,-75,-64,-60,-86,-88,-52
-80,-87,-81,-67,-76,-66,-62,-83,-82,-56
-80,-84,-85,-62,-77,-64,-65,-83,-85,-54
-80,-87,-84,-65,-77,-65,-66,-82,-81,-55
-76,-89,-83,-67,-75,-65,-67,-82,-79,-55
-88,-93,-88,-60,-83,-60,-62,-85,-83,-47
-85,-90,-85,-65,-75,-68,-61,-90,-89,-51
-84,-87,-86,-62,-77,-62,-58,-85,-87,-52
-87,-88,-85,-61,-82,-61,-60,-82,-81,-51
-83,-87,-77,-69,-76,-69,-62,-87,-84,-56
-85,-81,-83,-62,-78,-65,-59,-82,-85,-54
-87,-84,-83,-61,-80,-65,-57,-83,-85,-52
-85,-84,-81,-63,-77,-69,-62,-86,-87,-52
-79,-89,-83,-67,-76,-68,-66,-83,-81,-55
-87,-90,-82,-61,-82,-64,-63,-86,-86,-51
-80,-89,-87,-62,-79,-62,-65,-82,-84,-53
-85,-84,-75,-68,-77,-70,-62,-85,-83,-58
-77,-94,-90,-65,-78,-60,-67,-84,-80,-50
-89,-86,-81,-64,-79,-68,-59,-86,-85,-51
-81,-87,-80,-70,-77,-66,-65,-85,-77,-56
-80,-92,-88,-67,-77,-66,-71,-85,-80,-52
-83,-86,-82,-64,-77,-67,-62,-82,-83,-54
-83,-87,-84,-65,-77,-68,-63,-85,-84,-51
-80,-88,-81,-66,-78,-65,-68,-84,-80,-56
-82,-89,-83,-64,-79,-63,-63,-83,-81,-52
-85,-83,-87,-60,-77,-63,-57,-86,-91,-52
-82,-90,-82,-67,-73,-70,-62,-90,-88,-52
-82,-87,-85,-62,-80,-60,-64,-82,-81,-53
-78,-92,-85,-69,-72,-69,-66,-87,-82,-53
-83,-82,-76,-64,-77,-69,-63,-83,-85,-57
-81,-96,-90,-66,-80,-64,-69,-86,-81,-48
-79,-82,-78,-64,-74,-69,-63,-81,-84,-58
-85,-95,-83,-68,-78,-70,-65,-92,-87,-50
-81,-80,-79,-66,-74,-69,-62,-84,-85,-58
-86,-82,-83,-61,-77,-67,-58,-84,-88,-52
-79,-95,-88,-67,-77,-65,-69,-86,-80,-51
-82,-90,-80,-67,-76,-67,-63,-85,-82,-55
-84,-86,-81,-67,-77,-70,-66,-87,-84,-54
-83,-89,-84,-62,-82,-60,-66,-81,-78,-53
-80,-89,-82,-66,-78,-67,-68,-84,-82,-55
-79,-85,-82,-65,-78,-63,-66,-79,-77,-58
-85,-81,-82,-61,-77,-63,-56,-83,-87,-54
-78,-84,-79,-67,-73,-70,-65,-83,-83,-57
-88,-96,-85,-70,-77,-72,-63,-95,-87,-47
-83,-91,-91,-61,-77,-64,-61,-87,-91,-49
-81,-82,-81,-64,-75,-66,-60,-82,-84,-57
-80,-93,-90,-66,-78,-64,-68,-86,-82,-50
-86,-90,-92,-61,-78,-65,-59,-89,-93,-47
-81,-89,-86,-63,-79,-62,-64,-83,-85,-53
-84,-90,-81,-69,-78,-68,-65,-88,-82,-54
-83,-85,-78,-65,-74,-70,-60,-87,-88,-54
-80,-90,-81,-68,-75,-66,-64,-84,-79,-55
-80,-95,-85,-68,-76,-68,-66,-89,-85,-51
-77,-87,-84,-67,-72,-68,-65,-84,-83,-55
-81,-97,-85,-69,-77,-65,-66,-89,-82,-50
-85,-84,-78,-65,-78,-68,-62,-85,-85,-56
-86,-81,-78,-63,-77,-69,-60,-84,-87,-55
-80,-90,-80,-71,-73,-68,-61,-88,-82,-53
-81,-87,-79,-69,-75,-70,-65,-86,-81,-56
-79,-93,-88,-67,-73,-65,-61,-88,-87,-50
-86,-94,-80,-69,-76,-70,-62,-91,-86,-52
-80,-89,-84,-68,-76,-66,-66,-83,-78,-54
-83,-95,-89,-63,-77,-62,-57,-88,-88,-47
-80,-87,-79,-68,-73,-70,-63,-86,-84,-55
-81,-84,-86,-62,-76,-64,-60,-83,-89,-53
-78,-82,-80,-64,-75,-66,-63,-80,-82,-57
-78,-90,-87,-64,-76,-63,-66,-84,-84,-52
-83,-85,-88,-63,-75,-66,-61,-87,-91,-53
-76,-88,-82,-68,-75,-64,-66,-80,-78,-56
-82,-85,-78,-66,-76,-70,-64,-84,-85,-56
-81,-80,-81,-64,-75,-65,-60,-82,-84,-57
-82,-99,-93,-66,-80,-63,-71,-88,-80,-47
-81,-85,-83,-62,-76,-66,-61,-82,-86,-55
-85,-84,-82,-60,-79,-63,-59,-82,-84,-53
-81,-85,-85,-61,-78,-63,-61,-81,-86,-54
-87,-88,-84,-62,-79,-66,-59,-85,-85,-49
-82,-79,-81,-61,-76,-66,-59,-81,-86,-56
-85,-87,-81,-68,-77,-71,-64,-87,-83,-54
-80,-80,-81,-64,-74,-68,-62,-82,-86,-58
-84,-89,-79,-70,-77,-69,-65,-88,-82,-56
-83,-81,-80,-65,-77,-63,-60,-81,-81,-58
-79,-87,-81,-69,-76,-65,-65,-84,-78,-56
-79,-85,-83,-66,-77,-64,-65,-83,-81,-56
-84,-83,-80,-65,-77,-68,-63,-83,-85,-58
-81,-93,-85,-66,-76,-65,-61,-86,-85,-51
-80,-94,-85,-69,-74,-70,-66,-88,-85,-51
-85,-88,-85,-62,-81,-63,-63,-83,-81,-51
-86,-83,-82,-62,-77,-68,-59,-86,-89,-52
-83,-81,-81,-62,-77,-64,-59,-81,-85,-57
-85,-78,-81,-58,-77,-66,-56,-84,-93,-54
-83,-92,-81,-68,-79,-66,-66,-87,-81,-54
-80,-97,-86,-68,-78,-63,-66,-87,-81,-50
-86,-84,-81,-63,-78,-68,-60,-85,-86,-52
-81,-85,-79,-67,-74,-69,-62,-86,-85,-56
-87,-88,-81,-66,-76,-72,-61,-91,-90,-50
-82,-85,-77,-69,-76,-71,-66,-85,-82,-58
-83,-87,-79,-66,-77,-67,-63,-86,-82,-54
-79,-84,-86,-62,-78,-62,-66,-81,-83,-56
-82,-94,-93,-63,-75,-64,-61,-91,-93,-46
-77,-90,-84,-68,-73,-69,-68,-85,-82,-55
-85,-89,-85,-64,-80,-64,-63,-83,-79,-51
-79,-88,-83,-67,-75,-64,-62,-83,-81,-55
-80,-88,-81,-69,-74,-67,-62,-86,-82,-55
-79,-93,-88,-65,-78,-64,-67,-84,-81,-51
-91,-89,-79,-64,-81,-70,-60,-91,-90,-50
-83,-88,-83,-64,-79,-65,-64,-84,-81,-52
-79,-87,-84,-65,-78,-64,-67,-80,-78,-56
-86,-88,-83,-64,-79,-67,-62,-84,-83,-53
-86,-83,-87,-58,-79,-63,-58,-85,-91,-51
-85,-90,-81,-64,-81,-66,-66,-86,-85,-53
-84,-86,-86,-61,-80,-60,-58,-83,-84,-53
-78,-94,-88,-67,-77,-63,-69,-85,-78,-52
-82,-84,-78,-70,-75,-69,-63,-85,-81,-58
-80,-93,-85,-63,-80,-60,-64,-82,-81,-52
-83,-93,-83,-70,-75,-70,-64,-90,-85,-51
-82,-86,-84,-63,-76,-65,-62,-83,-86,-55
-80,-85,-79,-67,-73,-71,-62,-87,-87,-54
-80,-83,-78,-66,-76,-68,-64,-80,-81,-59
-77,-93,-87,-66,-75,-68,-70,-85,-83,-52
-81,-90,-82,-70,-77,-65,-66,-86,-78,-54
-85,-82,-87,-57,-78,-63,-55,-85,-95,-51
-83,-92,-91,-60,-79,-60,-59,-85,-90,-49
-82,-88,-84,-66,-77,-65,-62,-86,-85,-53
-81,-85,-78,-66,-77,-64,-62,-81,-78,-58
-82,-85,-83,-61,-79,-62,-61,-80,-83,-54
-84,-92,-84,-68,-75,-67,-60,-91,-87,-51
-79,-87,-80,-69,-73,-69,-63,-85,-82,-55
-83,-85,-84,-63,-76,-68,-62,-85,-87,-54
-83,-93,-82,-70,-78,-65,-65,-88,-80,-53
-82,-85,-84,-61,-79,-61,-61,-82,-84,-54
-78,-90,-83,-67,-78,-63,-70,-82,-77,-56
-86,-84,-80,-61,-80,-64,-59,-84,-86,-54
-82,-79,-81,-61,-75,-68,-60,-83,-89,-55
-82,-81,-78,-65,-77,-66,-62,-81,-82,-59
-84,-83,-78,-66,-76,-68,-61,-85,-85,-57
-81,-83,-84,-62,-78,-63,-63,-81,-84,-57
-81,-95,-91,-63,-79,-61,-66,-85,-84,-49
-86,-85,-84,-60,-80,-63,-59,-83,-86,-52
-78,-83,-80,-65,-76,-65,-64,-79,-80,-57
-81,-85,-81,-67,-77,-66,-67,-83,-79,-58
-81,-98,-93,-64,-76,-62,-60,-90,-91,-45
-85,-86,-82,-61,-78,-64,-58,-83,-86,-53
-86,-86,-88,-64,-77,-67,-61,-87,-86,-51
-83,-93,-85,-68,-79,-67,-67,-87,-82,-51
-83,-93,-85,-70,-74,-72,-65,-90,-84,-51
-82,-89,-84,-64,-79,-65,-68,-85,-82,-52
-79,-87,-84,-65,-78,-65,-69,-83,-81,-54
-77,-94,-89,-67,-79,-60,-71,-83,-75,-51
-82,-88,-86,-65,-75,-63,-58,-87,-86,-52
-76,-88,-84,-64,-77,-63,-69,-79,-79,-56
-81,-90,-82,-70,-74,-70,-65,-88,-83,-54
-79,-96,-84,-69,-73,-69,-64,-89,-86,-51
-84,-82,-79,-65,-79,-66,-64,-81,-80,-58
-80,-85,-82,-66,-75,-69,-66,-84,-85,-55
-78,-94,-85,-69,-72,-70,-66,-88,-84,-52
-86,-81,-77,-64,-78,-69,-60,-84,-86,-56
-84,-86,-82,-62,-78,-67,-63,-85,-87,-51
-81,-91,-90,-60,-81,-59,-63,-83,-85,-50
-88,-83,-82,-59,-81,-62,-55,-82,-87,-53
-82,-86,-81,-66,-77,-67,-66,-82,-80,-56
-81,-91,-86,-63,-76,-66,-63,-85,-87,-52
-81,-94,-88,-69,-73,-71,-66,-90,-87,-50
-82,-87,-79,-66,-76,-67,-63,-83,-82,-57
-87,-93,-92,-59,-83,-58,-61,-86,-85,-46
-82,-84,-88,-60,-77,-62,-58,-84,-91,-52
-84,-91,-85,-63,-82,-61,-65,-81,-77,-53
-80,-93,-87,-66,-77,-64,-64,-85,-82,-51
-89,-88,-85,-58,-80,-64,-55,-86,-89,-48
-80,-90,-89,-62,-79,-60,-65,-83,-84,-52
-84,-83,-81,-63,-77,-68,-60,-86,-90,-55
-81,-91,-83,-67,-76,-65,-61,-86,-84,-53
-83,-90,-83,-67,-76,-70,-65,-86,-83,-53
-88,-80,-85,-58,-79,-62,-56,-83,-91,-54
-83,-83,-84,-60,-77,-64,-59,-83,-89,-54
-85,-80,-80,-60,-77,-67,-58,-83,-88,-54
-84,-84,-82,-63,-77,-67,-60,-86,-90,-54
-83,-85,-83,-61,-79,-63,-62,-83,-86,-54
-84,-88,-86,-60,-80,-61,-61,-82,-84,-53
-84,-88,-87,-65,-76,-69,-64,-87,-86,-51
-86,-91,-88,-57,-83,-58,-60,-84,-87,-48
-84,-96,-82,-70,-77,-69,-62,-92,-87,-50
-83,-91,-84,-66,-76,-67,-62,-86,-84,-52
-85,-88,-86,-63,-79,-64,-62,-84,-83,-51
-77,-95,-88,-66,-75,-65,-64,-86,-86,-49
-78,-84,-83,-62,-76,-65,-63,-81,-85,-55
-86,-82,-83,-63,-80,-64,-60,-81,-81,-55
-87,-80,-78,-61,-80,-65,-58,-82,-85,-57
-79,-96,-85,-68,-77,-64,-66,-87,-81,-51
-81,-88,-79,-67,-76,-66,-63,-83,-79,-57
-84,-89,-83,-67,-76,-71,-64,-87,-85,-52
-82,-90,-83,-67,-79,-67,-69,-85,-81,-54
-85,-89,-87,-62,-78,-66,-61,-86,-88,-51
-86,-83,-85,-61,-79,-61,-55,-84,-87,-53
-81,-93,-88,-65,-81,-60,-68,-82,-76,-51
-81,-82,-80,-67,-75,-66,-61,-82,-81,-58
-82,-84,-78,-67,-76,-69,-63,-86,-84,-57
-85,-86,-85,-60,-80,-63,-61,-83,-84,-51
-89,-88,-88,-59,-81,-62,-57,-86,-89,-48
-83,-79,-77,-63,-76,-70,-61,-83,-87,-58
-80,-84,-84,-62,-76,-64,-61,-82,-87,-55
-81,-84,-77,-70,-74,-70,-62,-85,-81,-57
-79,-91,-86,-68,-72,-68,-64,-87,-84,-52
-85,-80,-76,-62,-76,-71,-60,-85,-90,-56
-82,-82,-79,-67,-75,-67,-62,-84,-83,-58
-80,-90,-81,-68,-78,-64,-65,-84,-79,-55
-80,-86,-81,-65,-79,-63,-66,-78,-76,-57
-85,-85,-80,-63,-77,-65,-57,-85,-86,-53
-83,-86,-76,-69,-76,-70,-63,-86,-81,-58
-85,-87,-80,-63,-77,-67,-59,-84,-85,-53
-82,-85,-80,-67,-75,-71,-65,-86,-86,-55
-82,-91,-86,-65,-78,-65,-66,-83,-80,-52
-87,-85,-83,-61,-82,-62,-60,-82,-81,-52
-82,-86,-77,-70,-76,-68,-64,-85,-79,-58
-85,-88,-85,-63,-82,-61,-62,-81,-79,-52
-86,-81,-75,-64,-79,-67,-60,-82,-83,-59
-80,-89,-81,-68,-76,-67,-65,-86,-82,-54
-86,-84,-83,-61,-80,-63,-59,-82,-83,-53
-83,-92,-88,-64,-76,-66,-62,-87,-87,-50
-83,-86,-76,-70,-76,-71,-64,-86,-82,-58
-90,-81,-83,-55,-82,-59,-52,-82,-89,-52
-85,-88,-88,-60,-80,-59,-58,-83,-86,-51
-87,-86,-78,-66,-80,-68,-62,-84,-82,-56
-80,-86,-77,-70,-75,-69,-64,-84,-80,-58
-82,-90,-81,-66,-79,-67,-67,-86,-83,-54
-82,-81,-83,-66,-77,-67,-63,-81,-81,-57
-82,-88,-81,-70,-74,-70,-63,-88,-83,-53
-87,-86,-81,-65,-76,-72,-61,-89,-90,-51
-78,-92,-86,-65,-79,-62,-69,-81,-78,-53
-82,-83,-79,-63,-76,-69,-61,-83,-86,-55
-84,-88,-83,-66,-76,-70,-64,-88,-88,-53
-79,-88,-83,-68,-74,-69,-67,-85,-83,-55
-78,-92,-83,-70,-74,-65,-65,-85,-78,-54
-81,-92,-84,-65,-81,-59,-65,-81,-75,-54
-85,-89,-77,-69,-77,-69,-63,-89,-84,-55
-83,-86,-84,-64,-77,-66,-62,-83,-84,-53
-81,-89,-84,-66,-75,-69,-65,-85,-84,-53
-89,-85,-80,-60,-80,-66,-55,-85,-88,-50
-84,-85,-85,-59,-78,-62,-59,-84,-89,-51
-88,-84,-86,-61,-81,-62,-57,-83,-85,-52
-81,-83,-79,-68,-75,-71,-64,-84,-83,-56
-84,-86,-83,-63,-79,-63,-61,-82,-82,-55
-81,-86,-79,-67,-77,-68,-64,-82,-80,-58
-90,-87,-79,-61,-80,-69,-59,-89,-91,-50
-80,-94,-93,-61,-81,-58,-66,-85,-85,-49
-83,-84,-80,-65,-76,-67,-60,-84,-84,-54
-86,-91,-83,-69,-78,-69,-64,-88,-82,-52
-81,-94,-82,-71,-74,-67,-61,-89,-83,-52
-80,-91,-87,-67,-76,-68,-66,-85,-83,-51
-84,-99,-89,-67,-82,-63,-68,-90,-82,-47
-80,-92,-82,-70,-74,-68,-63,-87,-83,-53
-79,-84,-82,-64,-75,-67,-65,-83,-85,-55
-80,-91,-87,-64,-76,-67,-64,-84,-87,-52
-85,-86,-77,-67,-76,-69,-60,-87,-85,-55
-81,-92,-85,-62,-83,-59,-69,-80,-77,-53
-84,-84,-85,-59,-80,-62,-61,-83,-87,-53
-79,-90,-85,-64,-79,-62,-66,-81,-79,-53
-81,-88,-84,-65,-77,-67,-68,-84,-81,-53
-83,-83,-78,-65,-76,-68,-60,-84,-84,-57
-84,-88,-86,-62,-82,-60,-63,-81,-79,-52
-82,-91,-86,-60,-83,-57,-64,-80,-79,-52
-77,-91,-88,-65,-74,-69,-66,-85,-87,-52
-83,-85,-79,-67,-76,-68,-62,-86,-84,-56
-85,-85,-86,-60,-77,-65,-59,-85,-90,-52
-86,-84,-80,-65,-79,-67,-62,-84,-83,-55
-79,-90,-88,-65,-74,-65,-61,-87,-88,-51
-85,-82,-76,-64,-77,-70,-60,-84,-86,-56
-93,-88,-86,-56,-83,-62,-51,-86,-90,-45
-82,-84,-80,-64,-76,-68,-63,-83,-84,-57
-80,-85,-77,-68,-76,-68,-66,-82,-80,-59
-87,-86,-87,-58,-79,-61,-55,-85,-91,-50
-81,-87,-84,-64,-80,-62,-65,-79,-78,-55
-77,-84,-82,-65,-75,-66,-66,-81,-81,-56
-88,-86,-82,-63,-80,-66,-59,-84,-83,-52
-81,-85,-83,-66,-78,-66,-68,-83,-80,-56
-81,-88,-86,-64,-77,-62,-61,-84,-84,-52
-81,-99,-88,-68,-80,-60,-67,-88,-79,-49
-83,-88,-82,-67,-74,-71,-64,-88,-87,-54
-81,-78,-77,-65,-74,-71,-63,-83,-86,-59
-81,-87,-87,-66,-76,-66,-64,-85,-84,-52
-78,-92,-84,-66,-76,-66,-66,-84,-84,-53
-86,-86,-87,-58,-79,-62,-58,-84,-91,-52
-90,-85,-79,-62,-83,-63,-57,-82,-81,-54
-82,-88,-80,-70,-74,-70,-64,-88,-83,-55
-86,-83,-82,-61,-79,-63,-58,-84,-87,-54
-81,-86,-83,-63,-77,-65,-64,-82,-82,-54
-84,-92,-87,-68,-77,-70,-67,-89,-85,-50
-84,-86,-84,-65,-78,-67,-64,-84,-83,-51
-81,-101,-89,-67,-78,-63,-64,-90,-85,-46
-84,-88,-84,-62,-81,-58,-59,-81,-79,-54
-85,-83,-80,-63,-78,-67,-60,-84,-87,-56
-82,-84,-86,-63,-78,-64,-65,-83,-83,-54
-87,-84,-76,-63,-79,-68,-59,-85,-86,-55
-78,-92,-89,-63,-78,-60,-65,-83,-83,-50
-83,-88,-84,-65,-77,-68,-63,-85,-84,-51
-82,-85,-78,-68,-75,-71,-64,-86,-85,-57
-90,-86,-86,-60,-83,-61,-57,-84,-84,-49
-84,-86,-83,-62,-78,-67,-62,-85,-86,-51
-84,-85,-77,-63,-81,-64,-62,-80,-79,-57
-81,-81,-81,-63,-75,-66,-60,-83,-86,-55
-81,-85,-85,-65,-73,-67,-61,-87,-88,-54
